Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
2141,26,41,11,78,52,Average learners
2142,12,34,41,87,58,Average learners
2143,30,19,11,60,40,slow leaners
2144,31,28,14,73,48,slow leaners
2145,44,42,31,117,78,fast learners
2146,40,26,24,90,60,Average learners
2147,35,32,37,104,69,Average learners
2148,40,34,14,88,58,Average learners
2149,29,38,24,91,60,Average learners
2150,32,17,16,65,43,slow leaners
2151,32,22,49,103,68,Average learners
2152,27,29,45,101,67,Average learners
2153,35,27,40,102,68,Average learners
2154,41,18,28,87,58,Average learners
2155,22,39,21,82,54,Average learners
2156,37,14,34,85,56,Average learners
2157,39,28,17,84,56,Average learners
2158,12,38,15,65,43,slow leaners
2159,24,47,32,103,68,Average learners
2160,41,34,30,105,70,fast learners
2161,44,14,28,86,57,Average learners
2162,17,36,35,88,58,Average learners
2163,40,30,11,81,54,Average learners
2164,22,24,48,94,62,Average learners
2165,27,42,16,85,56,Average learners
2166,24,44,29,97,64,Average learners
2167,48,14,20,82,54,Average learners
2168,12,33,23,68,45,slow leaners
2169,46,38,23,107,71,fast learners
2170,12,26,42,80,53,Average learners
2171,17,23,19,59,39,slow leaners
2172,43,30,39,112,74,fast learners
2173,12,32,43,87,58,Average learners
2174,47,36,21,104,69,Average learners
2175,40,13,16,69,46,slow leaners
2176,15,16,14,45,30,slow leaners
2177,10,19,28,57,38,slow leaners
2178,43,12,44,99,66,Average learners
2179,10,49,27,86,57,Average learners
2180,19,17,43,79,52,Average learners
2181,30,28,16,74,49,slow leaners
2182,40,45,12,97,64,Average learners
2183,17,12,26,55,36,slow leaners
2184,49,26,21,96,64,Average learners
2185,34,30,16,80,53,Average learners
2186,23,14,16,53,35,slow leaners
2187,26,48,41,115,76,fast learners
2188,32,39,25,96,64,Average learners
2189,38,26,27,91,60,Average learners
2190,21,16,27,64,42,slow leaners
2191,18,42,45,105,70,fast learners
2192,35,14,22,71,47,slow leaners
2193,25,12,20,57,38,slow leaners
2194,32,46,18,96,64,Average learners
2195,44,33,49,126,84,fast learners
2196,42,45,35,122,81,fast learners
2197,33,43,12,88,58,Average learners
2198,13,19,14,46,30,slow leaners
2199,15,35,39,89,59,Average learners
2200,29,35,37,101,67,Average learners
2201,39,24,21,84,56,Average learners
2202,47,26,43,116,77,fast learners
2203,25,14,38,77,51,Average learners
2204,10,42,29,81,54,Average learners
2205,34,32,45,111,74,fast learners
2206,44,49,14,107,71,fast learners
2207,15,49,47,111,74,fast learners
2208,34,26,47,107,71,fast learners
2209,35,26,26,87,58,Average learners
2210,45,33,23,101,67,Average learners
2211,38,12,36,86,57,Average learners
2212,40,15,19,74,49,slow leaners
2213,32,31,43,106,70,fast learners
2214,13,42,19,74,49,slow leaners
2215,47,27,49,123,82,fast learners
2216,31,41,15,87,58,Average learners
2217,39,16,21,76,50,Average learners
2218,20,45,38,103,68,Average learners
2219,31,21,41,93,62,Average learners
2220,45,26,27,98,65,Average learners
2221,29,42,14,85,56,Average learners
2222,27,39,49,115,76,fast learners
2223,19,27,20,66,44,slow leaners
2224,44,41,30,115,76,fast learners
2225,37,26,28,91,60,Average learners
2226,16,23,39,78,52,Average learners
2227,35,34,32,101,67,Average learners
2228,45,32,40,117,78,fast learners
2229,28,13,12,53,35,slow leaners
2230,45,39,14,98,65,Average learners
2231,26,20,46,92,61,Average learners
2232,32,44,28,104,69,Average learners
2233,21,45,24,90,60,Average learners
2234,44,36,25,105,70,fast learners
2235,33,18,46,97,64,Average learners
2236,20,35,28,83,55,Average learners
2237,32,18,24,74,49,slow leaners
2238,35,21,34,90,60,Average learners
2239,39,29,23,91,60,Average learners
2240,19,14,26,59,39,slow leaners
2241,38,34,15,87,58,Average learners
2242,23,38,17,78,52,Average learners
2243,29,16,42,87,58,Average learners
2244,29,35,24,88,58,Average learners
2245,24,21,41,86,57,Average learners
2246,25,10,49,84,56,Average learners
2247,26,17,26,69,46,slow leaners
2248,48,14,40,102,68,Average learners
2249,29,29,40,98,65,Average learners
2250,43,38,28,109,72,fast learners
2251,48,49,35,132,88,fast learners
2252,17,12,30,59,39,slow leaners
2253,12,12,43,67,44,slow leaners
2254,36,26,11,73,48,slow leaners
2255,43,19,31,93,62,Average learners
2256,42,39,12,93,62,Average learners
2257,36,13,16,65,43,slow leaners
2258,47,37,28,112,74,fast learners
2259,42,43,49,134,89,fast learners
2260,35,20,18,73,48,slow leaners
2261,15,45,15,75,50,Average learners
2262,14,30,40,84,56,Average learners
2263,32,44,26,102,68,Average learners
2264,27,21,47,95,63,Average learners
2265,27,27,37,91,60,Average learners
2266,27,21,21,69,46,slow leaners
2267,34,48,17,99,66,Average learners
2268,13,18,17,48,32,slow leaners
2269,26,26,39,91,60,Average learners
2270,47,48,44,139,92,fast learners
2271,18,27,25,70,46,slow leaners
2272,21,15,18,54,36,slow leaners
2273,26,43,28,97,64,Average learners
2274,11,43,46,100,66,Average learners
2275,16,23,36,75,50,Average learners
2276,25,22,46,93,62,Average learners
2277,37,13,32,82,54,Average learners
2278,18,30,27,75,50,Average learners
2279,30,31,17,78,52,Average learners
2280,14,32,14,60,40,slow leaners
2281,39,45,27,111,74,fast learners
2282,16,29,27,72,48,slow leaners
2283,30,43,40,113,75,fast learners
2284,30,22,15,67,44,slow leaners
2285,20,10,44,74,49,slow leaners
2286,29,19,37,85,56,Average learners
2287,21,33,27,81,54,Average learners
2288,41,30,44,115,76,fast learners
2289,41,15,35,91,60,Average learners
2290,15,12,18,45,30,slow leaners
2291,22,36,46,104,69,Average learners
2292,14,25,24,63,42,slow leaners
2293,22,12,13,47,31,slow leaners
2294,13,39,42,94,62,Average learners
2295,22,20,18,60,40,slow leaners
2296,28,23,11,62,41,slow leaners
2297,44,46,25,115,76,fast learners
2298,36,31,36,103,68,Average learners
2299,48,49,20,117,78,fast learners
2300,35,29,44,108,72,fast learners
2301,14,10,17,41,27,slow leaners
2302,26,35,28,89,59,Average learners
2303,24,10,39,73,48,slow leaners
2304,11,33,41,85,56,Average learners
2305,13,39,24,76,50,Average learners
2306,24,18,31,73,48,slow leaners
2307,27,25,17,69,46,slow leaners
2308,43,43,26,112,74,fast learners
2309,42,13,19,74,49,slow leaners
2310,21,35,18,74,49,slow leaners
2311,18,33,19,70,46,slow leaners
2312,22,18,15,55,36,slow leaners
2313,10,28,35,73,48,slow leaners
2314,47,13,32,92,61,Average learners
2315,26,32,49,107,71,fast learners
2316,15,21,42,78,52,Average learners
2317,20,35,28,83,55,Average learners
2318,26,38,35,99,66,Average learners
2319,20,21,49,90,60,Average learners
2320,19,47,36,102,68,Average learners
2321,38,18,12,68,45,slow leaners
2322,12,33,27,72,48,slow leaners
2323,43,39,40,122,81,fast learners
2324,32,13,23,68,45,slow leaners
2325,33,22,18,73,48,slow leaners
2326,30,38,32,100,66,Average learners
2327,21,26,11,58,38,slow leaners
2328,17,29,30,76,50,Average learners
2329,29,11,14,54,36,slow leaners
2330,39,11,17,67,44,slow leaners
2331,15,35,15,65,43,slow leaners
2332,31,35,38,104,69,Average learners
2333,10,46,33,89,59,Average learners
2334,29,18,41,88,58,Average learners
2335,34,23,21,78,52,Average learners
2336,21,36,13,70,46,slow leaners
2337,11,27,15,53,35,slow leaners
2338,18,48,26,92,61,Average learners
2339,16,16,23,55,36,slow leaners
2340,40,40,19,99,66,Average learners
2341,32,13,43,88,58,Average learners
2342,24,27,33,84,56,Average learners
2343,36,12,39,87,58,Average learners
2344,12,30,22,64,42,slow leaners
2345,47,38,34,119,79,fast learners
2346,13,20,32,65,43,slow leaners
2347,38,37,11,86,57,Average learners
2348,46,25,45,116,77,fast learners
2349,43,27,41,111,74,fast learners
2350,45,39,34,118,78,fast learners
2351,14,43,33,90,60,Average learners
2352,37,11,41,89,59,Average learners
2353,31,44,24,99,66,Average learners
2354,35,23,45,103,68,Average learners
2355,14,19,11,44,29,slow leaners
2356,24,18,49,91,60,Average learners
2357,44,39,22,105,70,fast learners
2358,21,21,32,74,49,slow leaners
2359,27,49,49,125,83,fast learners
2360,25,37,22,84,56,Average learners
2361,20,23,46,89,59,Average learners
2362,30,37,46,113,75,fast learners
2363,27,46,36,109,72,fast learners
2364,11,43,10,64,42,slow leaners
2365,19,33,44,96,64,Average learners
2366,27,14,30,71,47,slow leaners
2367,41,39,10,90,60,Average learners
2368,44,15,44,103,68,Average learners
2369,45,19,24,88,58,Average learners
2370,22,10,37,69,46,slow leaners
2371,15,16,42,73,48,slow leaners
2372,43,13,23,79,52,Average learners
2373,21,47,21,89,59,Average learners
2374,11,12,26,49,32,slow leaners
2375,49,15,43,107,71,fast learners
2376,22,34,49,105,70,fast learners
2377,22,13,26,61,40,slow leaners
2378,44,43,45,132,88,fast learners
2379,10,16,39,65,43,slow leaners
2380,14,13,32,59,39,slow leaners
2381,29,46,23,98,65,Average learners
2382,28,35,26,89,59,Average learners
2383,12,27,36,75,50,Average learners
2384,25,39,22,86,57,Average learners
2385,34,26,34,94,62,Average learners
2386,49,22,43,114,76,fast learners
2387,40,14,42,96,64,Average learners
2388,24,20,16,60,40,slow leaners
2389,37,21,30,88,58,Average learners
2390,41,22,44,107,71,fast learners
2391,36,29,16,81,54,Average learners
2392,39,35,32,106,70,fast learners
2393,37,32,24,93,62,Average learners
2394,15,31,43,89,59,Average learners
2395,10,13,25,48,32,slow leaners
2396,42,40,30,112,74,fast learners
2397,44,13,12,69,46,slow leaners
2398,28,27,15,70,46,slow leaners
2399,46,16,18,80,53,Average learners
2400,43,47,40,130,86,fast learners
2401,32,39,37,108,72,fast learners
2402,41,47,44,132,88,fast learners
2403,22,19,49,90,60,Average learners
2404,21,28,34,83,55,Average learners
2405,34,13,30,77,51,Average learners
2406,27,11,11,49,32,slow leaners
2407,22,20,10,52,34,slow leaners
2408,13,40,22,75,50,Average learners
2409,32,22,30,84,56,Average learners
2410,16,33,40,89,59,Average learners
2411,37,49,19,105,70,fast learners
2412,36,38,14,88,58,Average learners
2413,40,25,35,100,66,Average learners
2414,21,45,10,76,50,Average learners
2415,27,31,34,92,61,Average learners
2416,13,24,12,49,32,slow leaners
2417,17,36,48,101,67,Average learners
2418,23,36,26,85,56,Average learners
2419,47,36,37,120,80,fast learners
2420,27,34,39,100,66,Average learners
2421,13,46,16,75,50,Average learners
2422,39,17,29,85,56,Average learners
2423,13,49,42,104,69,Average learners
2424,31,23,29,83,55,Average learners
2425,16,47,43,106,70,fast learners
2426,21,13,13,47,31,slow leaners
2427,25,19,30,74,49,slow leaners
2428,24,26,38,88,58,Average learners
2429,39,38,24,101,67,Average learners
2430,27,12,36,75,50,Average learners
2431,39,38,42,119,79,fast learners
2432,36,22,29,87,58,Average learners
2433,22,20,10,52,34,slow leaners
2434,38,49,22,109,72,fast learners
2435,23,32,13,68,45,slow leaners
2436,46,22,11,79,52,Average learners
2437,49,49,42,140,93,fast learners
2438,31,41,41,113,75,fast learners
2439,43,24,20,87,58,Average learners
2440,24,24,33,81,54,Average learners
2441,33,46,22,101,67,Average learners
2442,46,11,44,101,67,Average learners
2443,25,43,41,109,72,fast learners
2444,20,32,49,101,67,Average learners
2445,13,31,32,76,50,Average learners
2446,32,15,29,76,50,Average learners
2447,48,46,25,119,79,fast learners
2448,40,31,27,98,65,Average learners
2449,23,46,18,87,58,Average learners
2450,43,11,22,76,50,Average learners
2451,26,28,40,94,62,Average learners
2452,33,35,29,97,64,Average learners
2453,34,25,34,93,62,Average learners
2454,16,30,25,71,47,slow leaners
2455,20,31,27,78,52,Average learners
2456,39,30,21,90,60,Average learners
2457,45,35,39,119,79,fast learners
2458,26,22,44,92,61,Average learners
2459,23,45,48,116,77,fast learners
2460,37,23,24,84,56,Average learners
2461,12,15,47,74,49,slow leaners
2462,46,19,31,96,64,Average learners
2463,15,17,43,75,50,Average learners
2464,43,47,29,119,79,fast learners
2465,40,41,21,102,68,Average learners
2466,38,32,48,118,78,fast learners
2467,10,48,32,90,60,Average learners
2468,35,31,15,81,54,Average learners
2469,16,31,42,89,59,Average learners
2470,38,15,14,67,44,slow leaners
2471,43,29,24,96,64,Average learners
2472,20,21,34,75,50,Average learners
2473,41,40,47,128,85,fast learners
2474,33,42,15,90,60,Average learners
2475,38,15,34,87,58,Average learners
2476,11,21,23,55,36,slow leaners
2477,39,19,29,87,58,Average learners
2478,18,32,29,79,52,Average learners
2479,13,46,22,81,54,Average learners
2480,42,47,17,106,70,fast learners
2481,30,48,30,108,72,fast learners
2482,27,14,31,72,48,slow leaners
2483,34,29,44,107,71,fast learners
2484,40,37,30,107,71,fast learners
2485,38,20,35,93,62,Average learners
2486,21,25,32,78,52,Average learners
2487,37,10,18,65,43,slow leaners
2488,31,33,34,98,65,Average learners
2489,45,42,43,130,86,fast learners
2490,22,21,20,63,42,slow leaners
2491,27,40,16,83,55,Average learners
2492,48,41,46,135,90,fast learners
2493,45,48,13,106,70,fast learners
2494,16,31,27,74,49,slow leaners
2495,16,32,30,78,52,Average learners
2496,17,22,21,60,40,slow leaners
2497,24,49,49,122,81,fast learners
2498,32,36,19,87,58,Average learners
2499,17,19,32,68,45,slow leaners
2500,27,26,47,100,66,Average learners
2501,25,43,36,104,69,Average learners
2502,48,42,10,100,66,Average learners
2503,19,39,29,87,58,Average learners
2504,37,34,28,99,66,Average learners
2505,11,19,12,42,28,slow leaners
2506,21,25,46,92,61,Average learners
2507,44,24,42,110,73,fast learners
2508,11,45,32,88,58,Average learners
2509,13,27,36,76,50,Average learners
2510,49,18,11,78,52,Average learners
2511,40,41,48,129,86,fast learners
2512,29,34,20,83,55,Average learners
2513,13,33,34,80,53,Average learners
2514,28,14,14,56,37,slow leaners
2515,20,40,46,106,70,fast learners
2516,28,30,14,72,48,slow leaners
2517,48,36,35,119,79,fast learners
2518,43,32,30,105,70,fast learners
2519,28,13,22,63,42,slow leaners
2520,22,12,22,56,37,slow leaners
2521,14,24,11,49,32,slow leaners
2522,45,13,20,78,52,Average learners
2523,19,18,16,53,35,slow leaners
2524,23,10,23,56,37,slow leaners
2525,35,29,26,90,60,Average learners
2526,44,25,43,112,74,fast learners
2527,10,45,31,86,57,Average learners
2528,38,48,13,99,66,Average learners
2529,36,44,21,101,67,Average learners
2530,49,28,41,118,78,fast learners
2531,21,15,12,48,32,slow leaners
2532,44,46,36,126,84,fast learners
2533,49,38,27,114,76,fast learners
2534,42,22,37,101,67,Average learners
2535,48,38,36,122,81,fast learners
2536,33,11,23,67,44,slow leaners
2537,22,27,39,88,58,Average learners
2538,39,46,14,99,66,Average learners
2539,27,31,47,105,70,fast learners
2540,21,49,15,85,56,Average learners
2541,24,29,34,87,58,Average learners
2542,10,38,37,85,56,Average learners
2543,48,39,38,125,83,fast learners
2544,40,19,22,81,54,Average learners
2545,29,29,31,89,59,Average learners
2546,48,24,30,102,68,Average learners
2547,37,10,18,65,43,slow leaners
2548,39,29,11,79,52,Average learners
2549,39,23,40,102,68,Average learners
2550,35,18,15,68,45,slow leaners
2551,21,22,36,79,52,Average learners
2552,33,15,18,66,44,slow leaners
2553,18,41,39,98,65,Average learners
2554,45,43,44,132,88,fast learners
2555,19,35,13,67,44,slow leaners
2556,17,16,29,62,41,slow leaners
2557,12,14,21,47,31,slow leaners
2558,13,30,33,76,50,Average learners
2559,17,25,38,80,53,Average learners
2560,47,42,27,116,77,fast learners
2561,42,33,35,110,73,fast learners
2562,15,17,32,64,42,slow leaners
2563,39,30,35,104,69,Average learners
2564,44,17,16,77,51,Average learners
2565,16,34,10,60,40,slow leaners
2566,31,27,42,100,66,Average learners
2567,26,11,21,58,38,slow leaners
2568,32,32,40,104,69,Average learners
2569,25,47,15,87,58,Average learners
2570,45,42,34,121,80,fast learners
2571,30,44,14,88,58,Average learners
2572,36,33,20,89,59,Average learners
2573,32,48,13,93,62,Average learners
2574,20,11,39,70,46,slow leaners
2575,25,31,18,74,49,slow leaners
2576,30,20,41,91,60,Average learners
2577,46,25,17,88,58,Average learners
2578,33,40,43,116,77,fast learners
2579,36,39,24,99,66,Average learners
2580,32,34,44,110,73,fast learners
2581,16,21,21,58,38,slow leaners
2582,48,24,10,82,54,Average learners
2583,45,37,18,100,66,Average learners
2584,11,34,35,80,53,Average learners
2585,43,15,38,96,64,Average learners
2586,14,20,27,61,40,slow leaners
2587,17,18,19,54,36,slow leaners
2588,39,49,29,117,78,fast learners
2589,42,25,31,98,65,Average learners
2590,47,44,10,101,67,Average learners
2591,31,11,21,63,42,slow leaners
2592,28,46,10,84,56,Average learners
2593,36,15,24,75,50,Average learners
2594,37,18,44,99,66,Average learners
2595,35,37,15,87,58,Average learners
2596,42,47,35,124,82,fast learners
2597,20,27,27,74,49,slow leaners
2598,34,25,17,76,50,Average learners
2599,34,17,37,88,58,Average learners
2600,17,34,24,75,50,Average learners
2601,11,17,44,72,48,slow leaners
2602,42,34,39,115,76,fast learners
